Course,Year,StudentSeqID,Exam,Exam %,LecturesViewed,UniqueViews,TotalViewDuration,DaysBeforeExam
3,3,226,3,62,0,0,0,0
3,3,227,1,81.0606060606061,3,10,328,120
3,3,227,2,75.4166666666667,3,13,270,255
3,3,227,3,96,4,9,396,115
3,3,102,1,43.9393939393939,3,11,293,59
3,3,102,2,55.4166666666667,3,11,337,57
3,3,228,1,59.8484848484849,3,11,253,38
3,3,228,2,74.1666666666667,3,15,259,28
3,3,228,3,83,4,12,377,146
3,3,229,1,51.5151515151515,0,0,0,0
3,3,229,2,44.5833333333333,3,6,432,5
3,3,229,3,70.25,2,2,179,1
3,3,230,1,62.8787878787879,3,3,206,4
3,3,230,2,50.4166666666667,3,4,283,5
3,3,230,3,76.75,0,0,0,0
3,3,231,1,72.7272727272727,0,0,0,0
3,3,231,2,58.75,0,0,0,0
3,3,231,3,74.5,0,0,0,0
3,3,232,1,60.6060606060606,0,0,0,0
3,3,232,2,50.4166666666667,0,0,0,0
3,3,232,3,68.5,2,3,57,4
3,3,233,1,71.2121212121212,3,7,271,13
3,3,233,2,68.75,3,6,305,10
3,3,233,3,76.5,4,4,373,4
3,3,234,1,59.0909090909091,3,3,306,19
3,3,234,2,50.4166666666667,3,3,272,3
3,3,234,3,73,4,4,377,0
3,3,235,1,46.969696969697,1,1,32,5
3,3,235,2,53.3333333333333,0,0,0,0
3,3,235,3,70.5,0,0,0,0
3,3,236,1,48.4848484848485,1,1,68,1
3,3,236,2,42.0833333333333,3,4,206,12
3,3,236,3,74,0,0,0,0
3,3,237,1,43.9393939393939,0,0,0,0
3,3,237,2,50.4166666666667,1,4,29,16
3,3,237,3,61,1,1,3,0
3,3,238,1,43.9393939393939,0,0,0,0
3,3,238,2,69,0,0,0,0
3,3,238,3,69,0,0,0,0
3,3,239,1,46.2121212121212,1,1,93,0
3,3,239,2,46.25,3,5,278,3
3,3,239,3,46,0,0,0,0
3,3,240,1,56.8181818181818,2,3,184,22
3,3,240,2,45,3,4,170,10
3,3,240,3,71.5,0,0,0,0
3,3,112,1,79.5454545454546,3,4,282,2
3,3,112,2,73.3333333333333,1,2,95,2
3,3,112,3,74,0,0,0,0
3,3,241,1,74.2424242424243,3,4,294,8
3,3,241,2,73.3333333333333,3,3,310,5
3,3,241,3,68.5,4,4,375,4
3,3,117,1,37.1212121212121,3,4,72,1
3,3,117,2,66.25,3,7,280,3
3,3,118,1,46.2121212121212,3,4,105,1
3,3,118,2,39.1666666666667,1,1,56,1
3,3,118,3,72.5,0,0,0,0
3,3,119,1,40.1515151515152,3,4,301,0
3,3,119,2,44.1666666666667,3,4,319,2
3,3,119,3,70,0,0,0,0
3,3,123,1,39.3939393939394,3,5,274,21
3,3,123,2,44.1666666666667,3,5,169,22
3,3,123,3,68,0,0,0,0
3,3,242,1,44.6969696969697,1,1,15,20
3,3,242,2,51.25,1,4,65,16
3,3,242,3,68,0,0,0,0
3,3,243,1,72.7272727272727,2,4,29,54
3,3,243,2,80.8333333333333,1,4,57,14
3,3,243,3,83.25,1,1,2,7
3,3,244,1,71.2121212121212,2,5,138,4
3,3,244,2,76.6666666666667,3,10,528,54
3,3,244,3,76.75,4,6,356,2
3,3,126,1,43.9393939393939,1,1,59,0
3,3,126,2,36.25,2,2,43,0
3,3,126,3,74.75,0,0,0,0
3,3,245,1,42.4242424242424,0,0,0,0
3,3,245,2,31.6666666666667,1,1,41,0
3,3,245,3,76.25,0,0,0,0
3,3,246,1,47.7272727272727,2,2,188,11
3,3,246,2,53.75,2,4,203,4
3,3,246,3,71,0,0,0,0
3,3,247,1,62.8787878787879,3,5,277,4
3,3,247,2,50.8333333333333,3,4,290,2
3,3,247,3,73,4,5,486,31
3,3,248,1,79.5454545454546,2,4,59,5
3,3,248,2,68.3333333333333,3,4,203,73
3,3,248,3,87,3,4,97,27
3,3,134,1,59.0909090909091,0,0,0,0
3,3,134,2,57.0833333333333,1,1,35,0
3,3,134,3,82.5,0,0,0,0
3,3,135,1,95.4545454545455,3,6,291,13
3,3,135,2,83.3333333333333,2,4,179,4
3,3,135,3,95.5,4,6,370,9
3,3,249,1,58.3333333333333,3,8,292,23
3,3,249,2,75.8333333333333,3,14,640,147
3,3,249,3,81.5,4,22,750,306
3,3,250,1,77.2727272727273,2,5,148,23
3,3,250,2,88.3333333333333,3,14,303,54
3,3,250,3,87.5,4,12,358,63
3,3,251,1,42.4242424242424,0,0,0,0
3,3,251,2,35.8333333333333,0,0,0,0
3,3,251,3,61.75,0,0,0,0
3,3,136,1,84.8484848484848,0,0,0,0
3,3,136,2,82.5,0,0,0,0
3,3,136,3,93,0,0,0,0
3,3,252,1,69.6969696969697,0,0,0,0
3,3,252,2,55.4166666666667,0,0,0,0
3,3,252,3,73.25,0,0,0,0
3,3,253,1,59.8484848484849,4,6,322,4
3,3,253,2,46.25,2,3,13,10
3,3,253,3,64,1,1,37,1
3,3,254,1,56.8181818181818,3,7,274,8
3,3,254,2,56.25,3,13,438,83
3,3,254,3,51.5,4,9,374,15
3,3,143,1,59.0909090909091,3,5,228,3
3,3,143,2,52.9166666666667,3,4,311,20
3,3,143,3,84.5,4,4,395,11
3,3,144,1,76.5151515151515,0,0,0,0
3,3,144,2,80,1,1,103,24
3,3,144,3,80,0,0,0,0
3,3,255,1,84.0909090909091,3,9,190,25
3,3,255,2,75.4166666666667,3,11,293,98
3,3,255,3,83.5,4,7,376,16
3,3,256,1,71.2121212121212,0,0,0,0
3,3,256,2,65,2,6,297,28
3,3,256,3,72.5,1,1,24,29
3,3,146,1,48.4848484848485,3,4,143,20
3,3,146,2,55.4166666666667,2,4,194,2
3,3,146,3,77.5,1,2,89,0
3,3,257,1,65.9090909090909,0,0,0,0
3,3,257,2,68.3333333333333,2,4,205,3
3,3,257,3,87.5,2,4,169,0
3,3,151,1,67.4242424242424,0,0,0,0
3,3,151,2,74.5833333333333,0,0,0,0
3,3,151,3,82.25,0,0,0,0
3,3,258,1,53.7878787878788,0,0,0,0
3,3,258,2,51.25,0,0,0,0
3,3,258,3,25,0,0,0,0
3,3,259,1,65.1515151515152,3,4,85,5
3,3,259,2,80,3,7,300,8
3,3,259,3,96.5,4,5,325,4
3,3,260,1,50,2,2,53,1
3,3,260,2,60,3,8,150,9
3,3,260,3,75.25,0,0,0,0
3,3,261,1,44.6969696969697,1,1,95,4
3,3,261,2,37.9166666666667,1,1,4,3
3,3,261,3,66.5,0,0,0,0
3,3,262,1,51.5151515151515,2,4,195,1
3,3,262,2,24.1666666666667,3,8,320,9
3,3,262,3,67.75,3,4,269,4
3,3,263,1,52.2727272727273,3,3,205,0
3,3,263,2,42.9166666666667,0,0,0,0
3,3,263,3,67,0,0,0,0
3,3,264,1,43.9393939393939,3,10,292,17
3,3,264,2,63.75,3,7,314,13
3,3,264,3,75,2,4,191,3
3,3,265,1,55.3030303030303,2,2,176,3
3,3,265,2,43.3333333333333,0,0,0,0
3,3,265,3,58.25,2,2,9,2
3,3,266,1,44.6969696969697,0,0,0,0
3,3,266,2,46.25,3,6,264,9
3,3,266,3,59.5,0,0,0,0
3,3,267,1,47.7272727272727,3,4,308,2
3,3,267,2,36.6666666666667,1,1,113,1
3,3,267,3,70,0,0,0,0
3,3,268,1,65.1515151515152,3,8,332,3
3,3,268,2,61.6666666666667,3,9,350,56
3,3,268,3,62,3,4,291,16
3,3,269,1,59.0909090909091,1,1,34,0
3,3,269,2,37.0833333333333,1,2,29,3
3,3,269,3,75.5,1,1,83,0
3,3,270,1,75.7575757575758,0,0,0,0
3,3,270,2,52.9166666666667,0,0,0,0
3,3,270,3,75.5,0,0,0,0
3,3,168,1,63.6363636363636,2,2,204,0
3,3,168,2,62.9166666666667,1,2,107,20
3,3,168,3,78.5,2,6,127,106
3,3,271,1,79.5454545454546,3,4,294,3
3,3,271,2,82.5,3,7,294,16
3,3,271,3,84,4,6,372,15
3,3,272,1,37.1212121212121,0,0,0,0
3,3,272,2,27.9166666666667,0,0,0,0
3,3,272,3,65.5,0,0,0,0
3,3,273,1,67.4242424242424,2,3,201,0
3,3,273,2,66.25,1,2,104,2
3,3,273,3,81.25,4,5,383,5
3,3,172,1,35.6060606060606,1,1,59,0
3,3,172,2,35,1,1,58,0
3,3,172,3,62,0,0,0,0
3,3,274,1,46.969696969697,0,0,0,0
3,3,274,2,35.4166666666667,1,3,144,3
3,3,274,3,61,2,7,136,63
3,3,275,1,45.4545454545455,1,1,5,1
3,3,275,2,35.8333333333333,3,6,278,19
3,3,275,3,72,0,0,0,0
3,3,276,1,86.3636363636364,1,2,60,2
3,3,276,2,75,3,3,267,2
3,3,276,3,88.25,3,4,107,50
3,3,277,1,55.3030303030303,0,0,0,0
3,3,277,2,41.25,0,0,0,0
3,3,277,3,77,0,0,0,0
3,3,278,1,43.9393939393939,3,5,147,6
3,3,278,2,48.3333333333333,3,4,189,4
3,3,278,3,77,0,0,0,0
3,3,279,1,86.3636363636364,3,13,415,12
3,3,279,2,85.8333333333333,3,3,144,0
3,3,279,3,83,3,6,213,13
3,3,280,1,66.6666666666667,3,6,275,9
3,3,280,2,47.9166666666667,3,5,300,6
3,3,280,3,77,2,2,201,2
3,3,281,1,86.3636363636364,3,5,300,7
3,3,281,2,70,3,6,302,7
3,3,281,3,90.5,0,0,0,0
3,3,179,1,88.6363636363636,0,0,0,0
3,3,179,2,75.8333333333333,1,1,18,0
3,3,179,3,87,4,8,260,13
3,3,282,1,41.6666666666667,0,0,0,0
3,3,282,2,41.6666666666667,0,0,0,0
3,3,282,3,63.5,0,0,0,0
3,3,283,1,36.3636363636364,3,3,66,42
3,3,283,2,48.75,3,6,138,62
3,3,283,3,79,1,1,1,1
3,3,284,1,60.6060606060606,0,0,0,0
3,3,284,2,50,0,0,0,0
3,3,284,3,82.5,0,0,0,0
3,3,285,1,46.2121212121212,3,7,178,6
3,3,285,2,60,3,8,261,23
3,3,285,3,74.25,2,4,176,10
3,3,188,1,48.4848484848485,2,4,147,32
3,3,188,2,45.4166666666667,0,0,0,0
3,3,188,3,58.5,0,0,0,0
3,3,286,1,77.2727272727273,2,4,199,2
3,3,286,2,85,3,5,301,17
3,3,286,3,83.75,4,7,352,13
3,3,192,1,83.3333333333333,3,3,292,2
3,3,192,2,49.5833333333333,1,2,79,1
3,3,192,3,71.5,2,2,120,1
3,3,287,1,55.3030303030303,2,4,209,4
3,3,287,2,55,3,5,229,4
3,3,287,3,64.75,4,10,396,5
3,3,288,1,62.1212121212121,3,5,148,11
3,3,288,2,64.5833333333333,3,11,437,39
3,3,288,3,73.25,2,4,164,10
3,3,193,1,53.7878787878788,3,3,128,0
3,3,193,2,47.0833333333333,2,3,251,0
3,3,193,3,74.5,0,0,0,0
3,3,194,1,68.1818181818182,1,1,70,14
3,3,194,2,64.1666666666667,3,4,299,4
3,3,194,3,86.25,4,5,442,22
3,3,195,1,55.3030303030303,0,0,0,0
3,3,195,2,49.1666666666667,0,0,0,0
3,3,195,3,65.5,0,0,0,0
3,3,196,1,68.1818181818182,0,0,0,0
3,3,196,2,54.5833333333333,3,6,164,0
3,3,196,3,81,0,0,0,0
3,3,289,1,70.4545454545455,3,11,491,25
3,3,289,2,78.75,3,9,213,12
3,3,289,3,92,4,10,167,87
3,3,290,1,45.4545454545455,2,4,179,2
3,3,290,2,44.1666666666667,3,3,111,0
3,3,290,3,71,0,0,0,0
3,3,197,1,65.1515151515152,3,4,182,0
3,3,197,2,62.5,2,5,182,2
3,3,197,3,76.5,4,6,413,12
3,3,199,1,43.1818181818182,3,10,252,8
3,3,199,2,42.5,3,7,187,3
3,3,291,1,70.4545454545455,0,0,0,0
3,3,291,2,77.9166666666667,0,0,0,0
3,3,291,3,75.25,0,0,0,0
3,3,292,1,85.6060606060606,0,0,0,0
3,3,292,2,73.3333333333333,3,11,290,34
3,3,292,3,81.25,4,6,378,3
3,3,293,1,48.4848484848485,0,0,0,0
3,3,293,2,37.5,0,0,0,0
3,3,293,3,76.75,0,0,0,0
3,3,294,1,44.6969696969697,0,0,0,0
3,3,294,2,65.8333333333333,3,4,303,1
3,3,294,3,76,0,0,0,0
3,3,295,1,68.1818181818182,3,4,299,8
3,3,295,2,75.8333333333333,3,6,207,21
3,3,295,3,85.5,4,9,365,21
3,3,201,1,74.2424242424243,3,9,342,14
3,3,201,2,82.0833333333333,3,9,496,77
3,3,201,3,85.75,4,6,375,3
3,3,296,1,55.3030303030303,3,5,414,17
3,3,296,2,62.5,3,8,600,13
3,3,296,3,59.25,3,3,286,3
3,3,202,1,48.4848484848485,0,0,0,0
3,3,202,2,59.1666666666667,0,0,0,0
3,3,202,3,74,0,0,0,0
3,3,205,1,43.1818181818182,3,4,172,4
3,3,205,2,54.1666666666667,3,4,254,2
3,3,205,3,65,0,0,0,0
3,3,297,1,83.3333333333333,3,9,289,23
3,3,297,2,67.0833333333333,3,12,414,50
3,3,297,3,62.5,3,6,270,24
3,3,298,1,55.3030303030303,2,6,168,50
3,3,298,2,55.8333333333333,3,7,374,12
3,3,298,3,81.5,3,4,177,30
3,3,206,1,80.3030303030303,3,4,122,21
3,3,206,2,82.9166666666667,3,5,335,3
3,3,206,3,81.5,4,9,589,10
3,3,299,1,90.1515151515152,3,10,291,29
3,3,299,2,73.3333333333333,3,9,285,147
3,3,299,3,87.25,4,16,369,56
3,3,207,1,50.7575757575758,2,2,12,0
3,3,207,2,65.8333333333333,3,7,293,8
3,3,207,3,80.5,4,8,377,28
